run,seed,model,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,train_time_sec,test_time_sec
16,57,KNN,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.007493200000002531,0.005726599999999138
16,57,DT,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.006057599999998331,0.0003664000000007661
17,58,ELM,0.8036529680365296,0.7938144329896907,0.77,0.7817258883248731,0.8009663865546218,99,20,23,77,0.003619300000000436,0.00011540000000209716
17,58,LogReg,0.7579908675799086,0.7640449438202247,0.68,0.7195767195767195,0.8438655462184873,98,21,32,68,0.007988900000000854,0.0005053999999979908
17,58,RF,0.9954337899543378,1.0,0.99,0.9949748743718593,0.9999579831932772,119,0,1,99,0.05066330000000008,0.007363399999999132
17,58,SVC_RBF,0.8538812785388128,0.9047619047619048,0.76,0.8260869565217391,0.9439495798319328,111,8,24,76,0.03926039999999986,0.006537000000001569
17,58,XGB,0.8858447488584474,0.8947368421052632,0.85,0.8717948717948718,0.9636134453781512,109,10,15,85,0.02132959999999784,0.0010271000000017239
17,58,MLP,0.9726027397260274,0.9607843137254902,0.98,0.9702970297029703,0.9933613445378151,115,4,2,98,0.37472700000000003,0.0005035999999982721
17,58,KNN,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.0072601999999974964,0.004088500000001716
17,58,DT,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.007829599999997328,0.00036320000000245045
18,59,ELM,0.7442922374429224,0.7619047619047619,0.64,0.6956521739130435,0.7359663865546219,99,20,36,64,0.002487800000000817,0.00013279999999937786
18,59,LogReg,0.7214611872146118,0.7294117647058823,0.62,0.6702702702702703,0.8256302521008404,96,23,38,62,0.005994699999998687,0.0006719000000003916
18,59,RF,1.0,1.0,1.0,1.0,0.9999999999999999,119,0,0,100,0.06792249999999811,0.009182600000002594
18,59,SVC_RBF,0.8401826484018264,0.8823529411764706,0.75,0.8108108108108109,0.9254621848739495,109,10,25,75,0.05380710000000022,0.006646800000002173
18,59,XGB,0.8904109589041096,0.9222222222222223,0.83,0.8736842105263158,0.9601680672268907,112,7,17,83,0.034179100000002904,0.0020242999999986466
18,59,MLP,0.9452054794520548,0.9489795918367347,0.93,0.9393939393939394,0.9905042016806722,114,5,7,93,0.3695802999999991,0.0013706999999989478
18,59,KNN,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.013080200000000985,0.007188400000000428
18,59,DT,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.00727330000000137,0.0007892999999974393
19,60,ELM,0.7671232876712328,0.7752808988764045,0.69,0.7301587301587301,0.7609663865546218,99,20,31,69,0.0028395999999979438,0.00011140000000153805
19,60,LogReg,0.7488584474885844,0.7586206896551724,0.66,0.7058823529411765,0.8409243697478991,98,21,34,66,0.0047918999999971845,0.00033820000000162054
19,60,RF,1.0,1.0,1.0,1.0,1.0,119,0,0,100,0.05422399999999783,0.005913899999999472
19,60,SVC_RBF,0.8493150684931506,0.9036144578313253,0.75,0.819672131147541,0.9452941176470588,111,8,25,75,0.034326499999998816,0.004104200000000446
19,60,XGB,0.8812785388127854,0.9204545454545454,0.81,0.8617021276595744,0.963109243697479,112,7,19,81,0.02442220000000006,0.0007398999999992384
