algo,run_id,seed,train_time_sec,test_time_sec,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp
HIWOA,13,55,12.966069800000241,0.00013110000008964562,0.8447488584474886,0.875,0.77,0.8191489361702128,0.8847899159663865,108,11,23,77
HIWOA,14,56,14.406524300000001,0.00012559999959194101,0.8721461187214612,0.9090909090909091,0.8,0.851063829787234,0.8891596638655461,111,8,20,80
HIWOA,15,57,13.286812899999859,0.00013429999989966745,0.8812785388127854,0.9021739130434783,0.83,0.8645833333333334,0.8836974789915966,110,9,17,83
HIWOA,16,58,11.84965319999992,0.00014120000014372636,0.8721461187214612,0.8913043478260869,0.82,0.8541666666666666,0.8552100840336134,109,10,18,82
HIWOA,17,59,12.852436000000125,9.76999999693362e-05,0.8767123287671232,0.8924731182795699,0.83,0.8601036269430051,0.8999159663865546,109,10,17,83
HIWOA,18,60,13.29280689999996,7.379999988188501e-05,0.8584474885844748,0.8791208791208791,0.8,0.837696335078534,0.8608403361344538,108,11,20,80
HIWOA,19,61,13.347719100000177,0.00013209999997343402,0.867579908675799,0.8514851485148515,0.86,0.8557213930348259,0.8242857142857143,104,15,14,86
HIWOA,20,62,12.860826800000268,0.00013989999979457934,0.8447488584474886,0.851063829787234,0.8,0.8247422680412371,0.8576470588235294,105,14,20,80
GWO,1,43,11.219805499999893,0.00011909999966519536,0.91324200913242,0.900990099009901,0.91,0.9054726368159204,0.912689075630252,109,10,9,91
GWO,2,44,11.530478099999982,0.0001073999997061037,0.9452054794520548,0.9680851063829787,0.91,0.9381443298969072,0.9305042016806724,116,3,9,91
GWO,3,45,11.621635300000435,6.639999992330559e-05,0.9360730593607306,0.9387755102040817,0.92,0.9292929292929293,0.9318487394957983,113,6,8,92
GWO,4,46,11.631739999999809,9.580000005371403e-05,0.9452054794520548,0.9583333333333334,0.92,0.9387755102040817,0.9290756302521008,115,4,8,92
GWO,5,47,11.37586199999987,4.170000011072261e-05,0.9452054794520548,0.9583333333333334,0.92,0.9387755102040817,0.9352100840336135,115,4,8,92
GWO,6,48,11.584264399999938,6.500000017695129e-05,0.9452054794520548,0.9583333333333334,0.92,0.9387755102040817,0.925126050420168,115,4,8,92
GWO,7,49,11.431500000000142,0.0004902000000583939,0.9452054794520548,0.9583333333333334,0.92,0.9387755102040817,0.9373109243697478,115,4,8,92
GWO,8,50,11.24715839999999,0.00011150000000270666,0.9406392694063926,0.9484536082474226,0.92,0.934010152284264,0.9318487394957983,114,5,8,92
GWO,9,51,11.010083199999826,0.00011940000013055396,0.9497716894977168,0.9494949494949495,0.94,0.9447236180904522,0.9486554621848738,114,5,6,94
GWO,10,52,11.995770900000025,0.00018430000000080327,0.9497716894977168,0.968421052631579,0.92,0.9435897435897436,0.9481512605042016,116,3,8,92
GWO,11,53,11.224000100000012,7.000000005064066e-05,0.9497716894977168,0.9494949494949495,0.94,0.9447236180904522,0.9508403361344537,114,5,6,94
GWO,12,54,10.805349099999603,8.440000010523363e-05,0.958904109589041,0.9595959595959596,0.95,0.9547738693467337,0.9570588235294117,115,4,5,95
GWO,13,55,11.6788746000002,0.00013850000004822505,0.9634703196347032,0.9509803921568627,0.97,0.9603960396039604,0.9549579831932773,114,5,3,97
GWO,14,56,11.861315099999956,6.830000029367511e-05,0.8538812785388128,0.8617021276595744,0.81,0.8350515463917526,0.8836134453781512,106,13,19,81
